Date,Nifty 50 Open,Nifty 50 High,Nifty 50 Low,Nifty 50 Close,Nifty 50 Shares Traded,Nifty 50 Turnover (Rs. Cr),Nifty 50 P/E,Nifty 50 P/B,Nifty 50 Div Ratio,Bond Price,Bond Open,Bond High,Bond Low,Bond Change %,GOLD Traded,GOLD  Value (Lacs),OIL Traded ,Oil Value (Lacs),INR-USD Conversion
10-Aug-15,8734.85,8781.15,8662.25,8686.25,190937560,8530.6,23.67,3.41,1.36,7.791,7.791,7.791,7.791,-0.0023,17090,427774.25,197909,560270.69,63.7917
11-Aug-15,8711.65,8711.65,8596.35,8623.7,232040141,9813.11,23.51,3.39,1.37,7.796,7.796,7.796,7.796,0.0006,20294,514109.81,205085,582080.64,64.2076
12-Aug-15,8605.1,8605.1,8483.3,8493.25,276608541,11577.06,23.18,3.34,1.39,7.796,7.796,7.796,7.796,0,21689,559555.82,242952,685322.22,64.7808
13-Aug-15,8531.05,8579.95,8478.45,8493.95,301043327,10999.47,23.21,3.34,1.39,7.744,7.744,7.744,7.744,-0.0067,14445,374407.34,166343,466451.92,65.0703
14-Aug-15,8543.05,8673,8521.7,8661.95,258140633,10754.58,23.61,3.39,1.37,7.745,7.745,7.745,7.745,0.0001,14415,372457.28,159665,442120.63,65.1093
17-Aug-15,8676.15,8678.25,8576.75,8634.5,270901711,9690.13,23.48,3.37,1.38,7.745,7.745,7.745,7.745,0,11289,293384.29,167628,463625.96,65.3673
18-Aug-15,8667.3,8687.85,8596.15,8632.1,231740222,9345.81,23.48,3.37,1.38,#N/A,#N/A,#N/A,#N/A,#N/A,18004,468037.64,175373,484059.16,65.4239
19-Aug-15,8633.15,8687.4,8591.5,8657.7,190489909,8876.58,23.55,3.38,1.37,7.74,7.74,7.74,7.74,-0.0006,19645,512282.46,249425,685420.31,65.195
20-Aug-15,8638,8668.25,8523.3,8535.1,266747157,12646.3,23.21,3.34,1.39,7.748,7.748,7.748,7.748,0.001,23393,622017.06,187695,511017.05,65.4369
21-Aug-15,8464.2,8484.25,8382.55,8462.4,282372636,12765.85,23.02,3.3,1.38,7.786,7.786,7.786,7.786,0.0049,28457,771264.13,205698,558406.28,65.9446
24-Aug-15,8213.8,8213.8,7891.45,7929.35,445234540,18316,21.57,3.09,1.47,7.893,7.893,7.893,7.893,0.0137,26566,729726.96,263079,692224,66.7426
25-Aug-15,8019.4,8056.45,7777.3,8018.9,446909898,17966.04,21.81,3.13,1.45,7.814,7.814,7.814,7.814,-0.01,24479,660167.73,230403,605997.88,66.3236
26-Aug-15,8003.65,8073.65,7918,7932.9,323801007,13565.85,21.58,3.1,1.47,7.793,7.793,7.793,7.793,-0.0027,28602,758578.83,230330,605381.52,66.1231
27-Aug-15,8066.7,8114.75,8007.95,8102.2,452025007,19074.32,22.04,3.16,1.44,7.769,7.769,7.769,7.769,-0.0031,15872,418139.64,265498,718578.59,66.0973
28-Aug-15,8204.8,8242.15,8111.35,8153.55,297277419,12371.62,22.18,3.17,1.43,7.777,7.777,7.777,7.777,0.001,15913,422485.14,356312,1035136.91,66.1453
31-Aug-15,8160.4,8197.6,8097,8119.55,349484694,17060.53,22.08,3.15,1.44,7.787,7.787,7.787,7.787,0.0013,11292,301010.75,333967,1021561.58,66.355
1-Sep-15,8052.6,8084.1,7898.1,7938.95,278730291,11868.86,21.6,3.08,1.47,7.751,7.751,7.751,7.751,-0.0046,17779,477627.36,347611,1091445.46,66.4163
2-Sep-15,8009.4,8009.9,7854.45,7869.4,307621348,13028.24,21.41,3.06,1.48,7.751,7.751,7.751,7.751,0,18115,484122.12,356668,1063915.72,66.2565
3-Sep-15,7927.65,7999.35,7910.5,7973.4,238737332,9969.53,21.69,3.1,1.46,7.747,7.747,7.747,7.747,-0.0005,15822,418971.31,278728,866920.01,66.1563
4-Sep-15,7956.3,7956.3,7773.15,7804.7,275483155,11111.48,21.23,3.03,1.49,7.754,7.754,7.754,7.754,0.0009,18713,496423.56,231813,719132.5,66.5375
7-Sep-15,7834.9,7853.1,7681.2,7692.1,205735445,7998.05,20.93,2.99,1.52,7.801,7.801,7.801,7.801,0.0061,6623,175869.21,144279,437551.99,66.7927
8-Sep-15,7719.95,7843.85,7657.6,7806.95,258081328,10296.15,21.24,3.03,1.49,7.772,7.772,7.772,7.772,-0.0037,9862,260960.57,261728,792570.03,66.4795
9-Sep-15,7925.3,7972.2,7889.05,7943.4,312940758,11454.77,21.62,3.09,1.47,7.766,7.766,7.766,7.766,-0.0008,12915,339056.87,193818,588706.31,66.6142
10-Sep-15,7852.15,7954.3,7798.85,7924.1,255775295,9821.22,21.56,3.08,1.47,7.772,7.772,7.772,7.772,0.0008,16264,425548.77,245471,735297.15,66.3762
11-Sep-15,7972.5,8000.2,7896.95,7925.3,204461387,8189.41,21.57,3.08,1.47,7.772,7.772,7.772,7.772,0,13921,362775.89,185567,556264.44,66.389
14-Sep-15,7952.45,8022.3,7907.2,8016.25,185083198,7307.48,21.81,3.11,1.45,7.755,7.755,7.755,7.755,-0.0022,10366,269946.76,153826,453035.36,66.2955
15-Sep-15,8014.15,8027.25,7940.75,7968.05,200771453,8448.19,21.68,3.1,1.46,7.759,7.759,7.759,7.759,0.0005,12528,325916.2,142563,422599.05,66.3885
16-Sep-15,8026.45,8036.05,7979.8,8017.45,204384387,9224.89,21.82,3.12,1.45,7.756,7.756,7.756,7.756,-0.0004,20197,528575.68,207468,634973.57,66.2689
18-Sep-15,8089,8173.05,8079.65,8098.3,352489158,15232.27,22.04,3.15,1.44,7.698,7.698,7.698,7.698,-0.0075,18037,477369.62,195136,590829.51,65.9165
21-Sep-15,8030.4,8108.15,8028.05,8096,194795739,7840.24,22.03,3.15,1.44,7.704,7.704,7.704,7.704,0.0008,12625,333640.22,182124,550771.01,65.7398
22-Sep-15,8135.8,8141.6,7914.2,7937.55,262790456,11183.8,21.6,3.08,1.47,7.716,7.716,7.716,7.716,0.0016,19073,501941.02,155517,473078.19,65.881
23-Sep-15,7859.05,7998.95,7843.3,7963.55,242047712,10170.01,21.67,3.09,1.46,7.716,7.716,7.716,7.716,0,15295,403245.46,226510,695826.52,66.0639
24-Sep-15,7959.35,8010.1,7924.75,7982.95,313110920,13523.85,21.72,3.1,1.46,7.716,7.716,7.716,7.716,0,22789,610287.26,191444,570103.44,66.1156
28-Sep-15,8009.55,8009.55,7904.25,7910.85,198823974,9116.29,21.71,3.12,1.47,7.727,7.727,7.727,7.727,0.0014,18191,482953.13,155728,465973.04,66.2703
29-Sep-15,7839.25,8028.2,7802.75,7953.25,341144240,14350.41,21.83,3.13,1.46,7.611,7.611,7.611,7.611,-0.015,20920,551668.95,144223,432045.74,65.9705
30-Sep-15,8032.75,8076.85,7987.55,8068,315893890,13370.79,22.14,3.17,1.44,7.541,7.541,7.541,7.541,-0.0092,29915,780207.24,190799,569161.65,65.7084
1-Oct-15,8115.1,8128,8059.15,8079.25,252296836,11554.12,22.18,3.15,1.46,7.563,7.563,7.563,7.563,0.0029,12802,333242.64,232248,702552.29,65.6211
5-Oct-15,8135.05,8256.75,8135.05,8248.8,276149376,12472.55,22.64,3.21,1.43,7.514,7.514,7.514,7.514,-0.0065,15632,412455.96,161353,489051.82,65.1956
6-Oct-15,8308.85,8308.85,8228.4,8280.8,261638224,11048.65,22.73,3.22,1.42,7.529,7.529,7.529,7.529,0.002,16190,430068.21,209532,647520.73,65.2083
7-Oct-15,8275.8,8311.7,8261.2,8301.9,288129188,10382.23,22.79,3.23,1.42,7.542,7.542,7.542,7.542,0.0017,17657,469622.11,242873,776065.17,64.9856
8-Oct-15,8319.9,8319.9,8222.1,8244.6,247646482,9928.78,22.63,3.21,1.43,7.536,7.536,7.536,7.536,-0.0008,14704,389016.19,201300,638599.13,64.9324
9-Oct-15,8300.35,8340.05,8249.1,8295.15,269185278,10172.61,22.77,3.23,1.42,7.545,7.545,7.545,7.545,0.0012,15263,405845.75,198156,644571.46,64.7777
12-Oct-15,8335.9,8346.7,8238.7,8255.6,271235678,9620.19,22.65,3.22,1.43,7.58,7.58,7.58,7.58,0.0046,15006,402579.56,226108,718378.86,64.7611
13-Oct-15,8240.65,8263.85,8199.3,8242.85,220203507,9104.18,22.24,3.21,1.43,7.561,7.561,7.561,7.561,-0.0025,17836,478845.83,219735,681688.41,65.0566
14-Oct-15,8218.85,8254.2,8213.6,8223.85,202229519,8570.49,22.16,3.2,1.43,7.554,7.554,7.554,7.554,-0.0009,21138,572990.61,206029,624828.62,64.8954
15-Oct-15,8252.95,8299.35,8252.95,8287.6,227777332,9594.28,22.33,3.23,1.42,7.549,7.549,7.549,7.549,-0.0007,21419,583605.77,207178,619389.31,64.8152
16-Oct-15,8304.25,8347.2,8260.4,8340.1,234863869,9279.25,22.47,3.23,1.42,7.565,7.565,7.565,7.565,0.0021,11872,322205.36,182690,556931.5,64.7396
19-Oct-15,8363.45,8385.55,8343.25,8380.35,186484172,8929.69,22.41,3.22,1.42,7.573,7.573,7.573,7.573,0.0011,10614,286408.81,179364,544489,64.8847
20-Oct-15,8387.95,8401.55,8336.15,8369.45,227670664,9916.65,22.31,3.22,1.42,7.579,7.579,7.579,7.579,0.0008,16065,434921.53,146458,445064.91,64.9773
21-Oct-15,8367,8396.85,8319.45,8354.5,248396476,9087.86,22.27,3.21,1.42,7.586,7.586,7.586,7.586,0.0009,12711,344163.84,175093,523628.49,65.106
23-Oct-15,8413.05,8424.25,8371.8,8384.85,230923881,9786.01,22.32,3.22,1.42,7.586,7.586,7.586,7.586,0,18739,504326.77,173960,512118.2,64.9803
26-Oct-15,8421.2,8421.5,8342.05,8349.6,210519806,9260.48,22.23,3.21,1.42,7.611,7.611,7.611,7.611,0.0033,11612,311717.26,126248,366979.91,64.9341
27-Oct-15,8323.55,8336.45,8313,8329.9,217888523,10279.27,22.19,3.21,1.42,7.604,7.604,7.604,7.604,-0.0009,10339,277775.54,150088,424808.78,65.0252
28-Oct-15,8290.45,8311.85,8234.5,8273.75,270364795,11645.56,22.03,3.19,1.43,7.594,7.594,7.594,7.594,-0.0013,14678,397190.86,245602,716611.64,65.0662
29-Oct-15,8278.85,8279.45,8203.9,8215.6,316763197,14312.63,22,3.16,1.44,7.629,7.629,7.629,7.629,0.0046,19761,528679.4,221704,669573.65,65.3497
30-Oct-15,8228.15,8254.3,8156.3,8175.85,281250625,11848.22,21.9,3.15,1.45,7.641,7.641,7.641,7.641,0.0016,14239,377919.17,188080,569884.46,65.3801
2-Nov-15,8169.55,8174.65,8109.2,8165.45,220453096,8693.86,21.83,3.15,1.45,7.629,7.629,7.629,7.629,-0.0016,10133,268203.38,170065,517806.44,65.5219
3-Nov-15,8202.8,8213.95,8152.2,8181.35,214980966,8305.96,21.89,3.15,1.45,7.647,7.647,7.647,7.647,0.0024,22050,578609.48,194668,602349.6,65.5621
4-Nov-15,8224.6,8234.1,8153.7,8164.9,212365867,8383.07,21.77,3.14,1.45,7.653,7.653,7.653,7.653,0.0008,15959,413692.88,224784,701843.2,65.3202
5-Nov-15,8155.75,8155.75,8064.9,8075.15,236940792,8343.64,21.46,3.11,1.47,7.68,7.68,7.68,7.68,0.0035,16497,425905.71,145915,445235.56,65.7834
6-Nov-15,8075.6,8117.2,8040.3,8069.6,318541068,11372.99,21.43,3.11,1.47,7.686,7.686,7.686,7.686,0.0008,19100,490261.48,161312,481195.97,65.8918
9-Nov-15,7903.8,8068.4,7890.85,8044.45,294972687,11924.26,21.31,3.11,1.47,7.727,7.727,7.727,7.727,0.0053,12254,314900.2,152084,450285.62,66.3542
10-Nov-15,8009.1,8017.4,7896.7,7907.65,275281891,9744.58,20.95,3.06,1.5,7.683,7.683,7.683,7.683,-0.0057,10872,278588.76,152900,449801.74,66.2181
11-Nov-15,7964.95,7973.45,7952.05,7956.4,31847545,1381.73,21.08,3.07,1.49,#N/A,#N/A,#N/A,#N/A,#N/A,2423,61801.85,30200,87567.18,66.1736
13-Nov-15,7895.35,7900.35,7853.55,7886.9,264081261,11076.44,21.01,3.05,1.5,7.651,7.651,7.651,7.651,-0.0042,10893,276781.44,168883,463933.15,66.0921
16-Nov-15,7859.6,7948.05,7835.65,7917.45,226332965,9338.65,21.13,3.06,1.5,7.654,7.654,7.654,7.654,0.0004,17696,452142.55,223333,607572.09,65.9607
17-Nov-15,7961.3,7970.2,7907.15,7951.25,218479910,8566.68,21.22,3.07,1.49,7.67,7.67,7.67,7.67,0.0021,18750,472388.62,231322,634260.94,66.049
18-Nov-15,7940.3,7961,7849.2,7855.25,211499146,8216.94,20.96,3.04,1.51,7.682,7.681,7.682,7.681,0.0016,12692,318484.93,233220,635841.44,66.0749
19-Nov-15,7910.5,7974.75,7888.65,7963.9,200290135,9698.01,21.25,3.08,1.49,7.673,7.666,7.673,7.666,-0.0012,17402,439554.66,210144,572481.83,66.1099
20-Nov-15,7966.5,8030.4,7945.8,7984.85,226015077,9600.68,21.31,3.09,1.48,7.697,7.697,7.697,7.697,0.0031,15722,398682.11,164601,459747.1,66.1131
23-Nov-15,7999.95,8010.9,7959.15,7981.55,199184164,8306.42,21.3,3.08,1.48,7.72,7.711,7.72,7.711,0.003,14786,372077.36,275070,765080.29,66.3146
24-Nov-15,7972.65,8006.1,7953.25,7968.6,222102083,9073.72,21.26,3.08,1.49,7.702,7.717,7.717,7.702,-0.0023,13742,347323.33,221386,631138.96,66.307
26-Nov-15,7976.85,8026.7,7976.85,8014.25,339458865,14431.9,21.39,3.1,1.48,7.72,7.712,7.72,7.712,0.0023,9198,232810.28,140961,404968.8,66.5309
27-Nov-15,8042.85,8082.55,8014,8067.9,235535000,9255.66,21.53,3.12,1.47,7.766,7.727,7.766,7.727,0.006,19692,495640.9,148425,421028.37,66.7488
30-Nov-15,8064.3,8087.65,8046.65,8057.2,445347705,20015.34,21.5,3.11,1.47,7.786,7.775,7.786,7.775,0.0026,17632,442195.13,183806,518854.08,66.6156
1-Dec-15,8083.2,8099.7,8063.6,8087.5,222552149,9205.59,21.58,3.13,1.46,7.72,7.757,7.757,7.72,-0.0085,17292,438090.71,223935,625756.1,66.5153
2-Dec-15,8109.4,8109.4,8046,8069.05,207292727,8574.25,21.53,3.12,1.47,7.739,7.709,7.739,7.709,0.0025,14760,371858.74,237100,654104.14,66.5574
3-Dec-15,8041.05,8049.85,7991.85,8002.3,238318609,8335.89,21.35,3.09,1.48,7.714,7.704,7.714,7.704,-0.0032,18431,462140.49,238981,653375.73,66.7192
4-Dec-15,7955.8,7960.6,7916.8,7921.8,284593360,10383.06,21.14,3.06,1.5,7.759,7.744,7.759,7.744,0.0058,24455,622424.64,275419,754829.69,66.6631
7-Dec-15,7956.6,7964.45,7892.6,7908.65,216861299,8447.35,21.1,3.06,1.5,7.755,7.742,7.755,7.742,-0.0005,9246,236964.1,213965,557204.18,66.7457
8-Dec-15,7881.5,7915.3,7827.4,7842,208078528,7908.09,20.93,3.03,1.51,7.795,7.775,7.795,7.775,0.0052,14798,377105.28,289274,731641.37,66.8208
9-Dec-15,7834.7,7839.15,7736.9,7742.25,221779534,8994.47,20.66,2.99,1.53,7.778,7.781,7.781,7.778,-0.0022,15965,408524.43,299567,765130.07,66.868
10-Dec-15,7774.3,7819.95,7736.55,7812.55,218843582,8851.41,20.85,3.02,1.52,7.78,7.774,7.78,7.774,0.0003,10518,267822.93,205915,512226.39,66.77
11-Dec-15,7830.25,7830.55,7707.55,7740.15,252749267,9334.49,20.65,2.99,1.55,7.773,7.795,7.795,7.773,-0.0009,18831,479511.75,218626,533254.85,66.996
14-Dec-15,7691.7,7794.3,7685.75,7780.15,233041052,8567.25,20.77,3,1.54,7.816,7.781,7.816,7.781,0.0055,13788,351358.37,286721,688872.34,67.1282
15-Dec-15,7791.05,7835.65,7760.35,7832,199675630,8067.22,20.9,3.02,1.53,7.787,7.807,7.807,7.787,-0.0037,13951,352985.85,291753,723474.68,66.9096
16-Dec-15,7858.9,7907.45,7849,7879.55,228816066,8816.83,21.03,3.04,1.52,7.739,7.758,7.758,7.739,-0.0062,14022,355547.41,267791,657597.3,66.6729
17-Dec-15,7913.7,7986.1,7873.9,7978.1,264065281,9939.51,21.29,3.08,1.5,7.71,7.726,7.726,7.71,-0.0037,22012,551025.55,226095,533469.78,66.3984
18-Dec-15,7963.4,7973.75,7900.6,7908.5,278839624,10811.28,21.11,3.05,1.52,7.728,7.722,7.728,7.722,0.0023,17140,428452.14,279894,663306.36,66.3445
21-Dec-15,7895.85,7982.8,7890.35,7978.9,181152270,7301.19,21.3,3.08,1.5,7.772,7.747,7.772,7.747,0.0057,15555,392858.83,176782,422633.5,66.24
22-Dec-15,7976.05,7994.15,7925.75,7934.05,200798238,6805.89,21.18,3.06,1.51,7.76,7.785,7.785,7.76,-0.0015,12148,307586.04,180596,436215.66,66.2725
23-Dec-15,7976.6,8012.8,7974.6,8008.65,175112927,6172.11,21.38,3.09,1.5,7.749,7.755,7.755,7.749,-0.0014,12134,305193.21,215919,534295.04,66.1132
24-Dec-15,8032.45,8032.45,7981.25,8005.55,156832106,5245.82,21.37,3.09,1.5,#N/A,#N/A,#N/A,#N/A,#N/A,5323,134001.32,109329,275401.21,66.0085
28-Dec-15,8009.3,8074.35,8009.3,8064.3,172338486,7317.3,21.52,3.11,1.49,7.761,7.732,7.761,7.732,0.0015,8117,204160.45,150792,373105.07,66.0889
29-Dec-15,8070.2,8082.95,8046.45,8071.75,184103062,7175.18,21.54,3.12,1.49,7.758,7.765,7.765,7.758,-0.0004,11090,279462.99,135941,339351.41,66.2429
30-Dec-15,8082.75,8084.05,8034.45,8039.8,165474564,6340.69,21.46,3.1,1.49,7.75,7.755,7.755,7.75,-0.001,12686,318306.66,145769,359004.42,66.3654
31-Dec-15,8044.4,8096.15,8039.3,8090.9,277621992,10695.43,21.6,3.12,1.48,7.758,7.756,7.758,7.756,0.001,8401,209442.1,139075,341607.74,66.1783
1-Jan-16,8085.4,8126,8060.9,8118.15,119511770,4561.21,21.67,3.13,1.48,7.732,7.758,7.758,7.732,-0.0034,1985,49567.29,25653,63710.99,66.2613
4-Jan-16,8082.35,8101.55,7948.6,7957.9,229291062,8682.34,21.24,3.07,1.51,7.723,7.736,7.736,7.723,-0.0012,20426,517082.77,300410,752455.72,66.5111
5-Jan-16,7994.4,7997.85,7933.45,7959.85,238177923,8922.52,21.25,3.07,1.51,7.739,7.726,7.739,7.726,0.0021,14632,371804.76,220029,538042.4,66.529
6-Jan-16,7964.1,7980.7,7898.6,7918.75,236986742,9772.11,21.14,3.06,1.52,7.738,7.748,7.748,7.738,-0.0001,22678,581346.66,283374,666084.21,66.7082
7-Jan-16,7849.4,7849.4,7720.2,7731.65,281866849,10602.92,20.64,2.98,1.55,7.736,7.736,7.736,7.736,-0.0003,23524,611297.99,371553,828414.35,66.85
8-Jan-16,7776.15,7803.95,7748.05,7772.55,224645641,9120.89,20.75,3,1.54,7.741,7.736,7.741,7.736,0.0006,22730,589572.76,273795,615260.38,66.7875
11-Jan-16,7702.05,7770.3,7660.65,7726,262996606,9521.83,20.62,2.98,1.55,7.754,7.753,7.754,7.753,0.0017,17277,449038.57,280437,609539.96,66.7787
12-Jan-16,7749.8,7749.8,7652.3,7672.7,267389974,9366.45,20.48,2.96,1.56,7.759,7.751,7.759,7.751,0.0006,18134,467599.21,352522,737275.24,66.8976
13-Jan-16,7720.85,7747.95,7571.5,7712.45,334229722,12581.34,20.59,2.98,1.56,7.766,7.77,7.77,7.766,0.0009,16125,413147.05,332207,691268.85,66.9114
14-Jan-16,7615.9,7746.4,7587.3,7679.5,290753093,11605.52,20.51,2.97,1.56,7.789,7.762,7.789,7.762,0.003,18704,483684.81,268240,563336.24,67.1734
15-Jan-16,7705.55,7706.95,7552.4,7562.1,285264776,10597.89,20.19,2.92,1.59,7.809,7.788,7.809,7.788,0.0026,21345,554381.61,269367,547385.67,67.6119
18-Jan-16,7546.6,7583.75,7442.7,7455.8,341142566,11211.82,19.89,2.88,1.61,7.812,7.794,7.812,7.794,0.0004,10104,263119.38,271010,540232.64,67.7302
19-Jan-16,7485.75,7568.6,7466.05,7542.65,276144639,9386.36,20.11,2.91,1.59,7.78,7.786,7.786,7.78,-0.0041,15160,393804.18,368486,748523.23,67.7145
20-Jan-16,7465.1,7465.1,7340.95,7412.75,323152386,11306.52,19.77,2.86,1.62,7.759,7.797,7.797,7.759,-0.0027,25476,671397.55,315112,619241.6,67.8651
21-Jan-16,7482.5,7507.25,7344.95,7370.15,359913308,12326.23,19.65,2.85,1.63,7.748,7.744,7.748,7.744,-0.0014,23871,628546.26,381682,752500.78,67.8419
22-Jan-16,7451.65,7531.75,7422.4,7520.2,324035071,10197.11,20.02,2.9,1.6,7.779,7.754,7.779,7.754,0.004,16042,419979.24,313527,665376.11,67.6557
25-Jan-16,7569.55,7586.8,7522.5,7533,234870136,8075.94,20.06,2.91,1.59,7.806,7.788,7.806,7.788,0.0035,14596,384744.68,339397,727747.21,67.735
27-Jan-16,7566.05,7574.05,7514.8,7535.15,286345341,9753.38,20.06,2.91,1.59,7.788,7.791,7.791,7.788,-0.0023,14938,399547.35,416329,891951.63,68.0939
28-Jan-16,7523.3,7561.6,7511.75,7518.95,397200320,13721.53,19.86,2.9,1.6,7.803,7.78,7.803,7.78,0.0019,18517,495500.58,386069,874843.22,68.0639
29-Jan-16,7512.4,7670.35,7511.95,7659.65,408773879,14333.98,20.24,2.96,1.57,7.783,7.789,7.789,7.783,-0.0026,20573,547616.02,295236,678627.74,67.9159
1-Feb-16,7688.35,7695.55,7643.05,7657.7,278717070,10509.4,20.23,2.96,1.57,7.792,7.78,7.792,7.78,0.0012,13665,366873.56,304561,677097.21,67.8456
2-Feb-16,7669.6,7678.55,7520.95,7547.75,323948447,10824.13,20.16,2.91,1.59,7.849,7.831,7.849,7.831,0.0073,11696,315333.23,297011,622173.6,67.956
3-Feb-16,7482.5,7510.4,7441.5,7452.05,281651701,9334.92,19.9,2.88,1.61,7.852,7.862,7.862,7.852,0.0004,18481,501424.23,409527,861996.59,67.9168
4-Feb-16,7507.05,7546.5,7447.55,7487.75,312089358,10121.98,19.99,2.89,1.6,7.837,7.845,7.845,7.837,-0.0019,15506,423702.05,361385,801330.15,67.6396
5-Feb-16,7504.85,7600.75,7492.95,7587.7,340797833,11421.83,20.26,2.93,1.58,7.822,7.812,7.822,7.812,-0.0019,21460,588910.79,330879,715910.94,67.7925
8-Feb-16,7591.95,7617.55,7477.6,7497.85,250818566,7927.42,19.98,2.89,1.6,7.729,7.716,7.729,7.716,-0.0119,23592,661954.94,317332,660642.39,67.9564
9-Feb-16,7416.55,7431.35,7380.95,7395.75,316112871,10041.42,19.71,2.86,1.62,7.741,7.725,7.741,7.725,0.0016,22140,628014.57,306185,624077.93,67.8982
10-Feb-16,7364.05,7369.7,7270.85,7309.55,359998886,11449.75,19.58,2.82,1.64,7.723,7.716,7.723,7.716,-0.0023,21372,602747.02,363742,703558.05,67.9184
11-Feb-16,7296.25,7297.85,7055,7068.85,417658029,12418.89,18.95,2.73,1.7,7.72,7.71,7.72,7.71,-0.0004,35734,1049582.76,337279,625341.5,68.3031
12-Feb-16,7117.3,7119.6,6950.4,7073,478643641,14591.25,18.96,2.73,1.7,7.723,7.719,7.723,7.719,0.0004,20404,602603.65,381672,740791.66,68.1639
15-Feb-16,7155.45,7284.45,7155.45,7266.2,469291084,12647.72,19.51,2.81,1.65,7.754,7.745,7.754,7.745,0.004,16727,481650.7,210795,430327.47,68.0882
16-Feb-16,7301.55,7302.1,7129.5,7138.8,351609181,9931.76,19.17,2.76,1.68,7.782,7.773,7.782,7.773,0.0036,23461,676113.32,417699,864473.62,68.3994
17-Feb-16,7149.05,7207.6,7040,7194.4,375433049,10518.66,19.32,2.78,1.67,7.789,7.788,7.789,7.788,0.0009,16674,481561.99,357815,741344.46,68.3459
18-Feb-16,7264.45,7298.75,7207,7271.6,342243422,10258.67,19.56,2.81,1.65,7.739,7.779,7.779,7.739,-0.0064,18489,535619.08,347106,753338.87,68.5213
19-Feb-16,7251.55,7301.55,7227.95,7288.5,277178130,8093.75,19.61,2.81,1.65,#N/A,#N/A,#N/A,#N/A,#N/A,19726,581310.39,290714,618500.95,68.6123
22-Feb-16,7292.35,7331.25,7284.85,7317.1,223943317,7709.71,19.69,2.83,1.64,7.773,7.769,7.773,7.769,0.0044,21251,615963.9,232236,533249.48,68.5901
23-Feb-16,7324.9,7324.9,7187,7197.45,293748103,8784.97,19.36,2.78,1.67,7.822,7.792,7.822,7.792,0.0063,20967,613147.65,285154,645054.61,68.6709
24-Feb-16,7164.05,7174.2,7097.25,7105.3,301239470,8717.61,19.11,2.74,1.69,7.827,7.815,7.827,7.815,0.0006,26926,796853.44,306998,665411.5,68.4517
25-Feb-16,7117.5,7118.3,7049.8,7058.85,423551351,12585.71,18.99,2.72,1.7,7.865,7.83,7.865,7.83,0.0049,23720,702820.61,288287,636743.03,68.698
26-Feb-16,7128.5,7141.75,7071.8,7117.3,290212962,9290.79,19.17,2.75,1.69,7.784,7.825,7.825,7.784,-0.0103,25839,762166.98,333761,779051.63,68.7736
29-Feb-16,7138.15,7183.6,6924.4,7083.95,605769747,19392.3,19.08,2.74,1.7,7.626,7.662,7.662,7.626,-0.0203,25612,757746.37,244696,558876,68.3536
1-Mar-16,7132.05,7333.7,7132.05,7320.8,376429374,12642.16,19.72,2.83,1.64,7.605,7.623,7.623,7.605,-0.0028,24669,729125.9,291418,679918.7,67.8668
2-Mar-16,7416.95,7475.05,7407.3,7460.85,446830587,14006.62,20.09,2.88,1.61,7.623,7.624,7.624,7.623,0.0024,22369,653641.16,311180,723930.8,67.5217
3-Mar-16,7519.3,7567.85,7492.25,7560.2,375095745,11973.06,20.36,2.92,1.59,7.66,7.646,7.66,7.646,0.0049,18075,531945.25,214051,502809.96,67.2571
4-Mar-16,7589.2,7594.55,7534.7,7578.55,388545761,10790.82,20.41,2.93,1.59,7.637,7.66,7.66,7.637,-0.003,34047,1014607.45,249872,591851.23,67.091
8-Mar-16,7579.65,7624.05,7537.15,7580.35,360345543,11267.45,20.38,2.92,1.59,7.64,7.626,7.64,7.626,0.0004,25155,754666.86,249815,633714.63,67.3067
9-Mar-16,7533.5,7629.5,7518.85,7622.9,351374615,11693.15,20.49,2.94,1.58,7.652,7.658,7.658,7.652,0.0016,23283,688094.42,247901,626405.3,67.2203
10-Mar-16,7637.3,7638.6,7545.05,7579.05,309687869,11343.98,20.38,2.92,1.59,7.636,7.646,7.646,7.636,-0.0021,34705,1023729.36,246526,629938.91,67.2504
11-Mar-16,7577.3,7635.65,7554.8,7603.1,280860387,10158.93,20.44,2.93,1.58,7.629,7.635,7.635,7.629,-0.0009,20830,618961.51,195491,508934.49,66.7558
14-Mar-16,7637.55,7675.45,7607.3,7631,237139906,8382.3,20.52,2.94,1.58,7.601,7.615,7.615,7.601,-0.0037,19011,559127.99,200582,506661.02,67.0999
15-Mar-16,7629.45,7629.45,7544.95,7552.85,267486799,9936.23,20.31,2.91,1.59,7.58,7.579,7.58,7.579,-0.0028,20995,610063.46,195861,483190.5,67.3014
16-Mar-16,7548.6,7588,7487.25,7580.4,273695024,9461.58,20.38,2.92,1.59,7.571,7.588,7.588,7.571,-0.0012,14504,421213.78,211482,535908.96,67.0925
17-Mar-16,7640.8,7668.15,7570.65,7601.75,333806453,12210.78,20.44,2.93,1.58,7.519,7.55,7.55,7.519,-0.0069,23268,685971.28,253097,669832.18,66.7211
18-Mar-16,7622.45,7692.3,7601.7,7686.6,330435601,12769,20.67,2.96,1.56,7.52,7.526,7.526,7.52,0.0001,17025,497792.44,253358,691641.18,66.4701
21-Mar-16,7703.05,7797.65,7703.05,7789.25,286080480,10730.5,20.94,3,1.54,7.506,7.491,7.506,7.491,-0.0019,18422,533626.31,207086,569574.62,66.54
